ID,Name,Offer Name,MINIMUM NIGHTS,MAXIMUM NIGHTS,VALID FROM,VALID TO,SINGLE BED,DOUBLE BED,Package,Offer type,Drinks,BB price,LAST MODIFICATION,MODIFIED BY,Priority,OFFER ON AGE,ACTIVE ?,Offer description,,Offer supplements,Offer tag
109,Carlo Magno,01.10 per 7 giorni al Carlo Magno,7,7,1/10/2023,8/10/2023,455,,"- Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'estate - Piscina Panoramica 29° con idromassaggi",,non incluse,,13/05/2023 15:34,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",SETTEMBRE AD ISCHIA - PISCINE INCLUSE - FORIO D'ISCHIA
110,Carlo Magno,08.10 per 7 giorni al Carlo Magno,7,7,8/10/2023,15/10/2023,365,,"- Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'estate - Piscina Panoramica 29° con idromassaggi",,non incluse,,13/05/2023 15:35,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",SETTEMBRE AD ISCHIA - PISCINE INCLUSE - FORIO D'ISCHIA
111,Carlo Magno,22.10 per 7 giorni al Carlo Magno,7,7,22/10/2023,29/10/2023,365,,"- Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'estate - Piscina Panoramica 29° con idromassaggi",,non incluse,,13/05/2023 15:35,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",SETTEMBRE AD ISCHIA - PISCINE INCLUSE - FORIO D'ISCHIA
112,Carlo Magno,20.08 per 5 giorni al Carlo Magno,5,5,20/08/2023,27/08/2023,540,,"- Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'estate - Piscina Panoramica 29° con idromassaggi",,non incluse,,13/05/2023 15:35,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",5 NOTTI AD ISCHIA - PISCINE INCLUSE - FORIO D'ISCHIA
113,Carlo Magno,27.08 per 5 giorni al Carlo Magno,5,5,27/08/2023,10/9/2023,400,,"- Sistemazione in camera Classic 2/4 posti dotate di frigobar, cassetta di sicurezza, tv color, servizi privati con doccia, phon - Piscina Panoramica a temperatura ambiente ottima per le torbide giornate d'estate - Piscina Panoramica 29° con idromassaggi",,non incluse,,13/05/2023 15:36,Alexander Cannava,,"Infant 0/2,99 anni gratis nel letto con i genitori pasti da regolare in loco - 3°/4° letto da 3 a 14,99 anni sconto 50% - 3°/4° letto dai 15 anni sconto 20%",Yes,,,"Camera Singola Euro 20,00 al giorno - Camera Dus Euro 30,00 al giorno - Camera Vista Panoramica Euro 15,00 per persona al giorno - Culla Euro 10,00 al giorno da regolare in loco - Parcheggio Euro 7,00 al giorno da regolare in loco posti limitati/ gratuito a 200 mt.",5 NOTTI AD ISCHIA - PISCINE INCLUSE - FORIO D'ISCHIA
114,La Villa Resort & SPA,21.05 per 7 giorni All Inclusive presso La Villa Resort & SPA,7,7,21/05/2023,28/05/2023,,375,Trattamento di pensione completa completa dal pranzo del primo giorno alla colazione dell'ultimo giorno - Bevande ai pasti nella misura di 1/4 di vino e 1/2 minerale per persona per pasto - Accesso alla piccola piscina termale coperta - Bagno turco ai vapori termali - Vasca idromassaggio - 2 piscine scoperte di acqua dolce temperatura ambiante (una piccola l'altra di medie dimensioni) - Solarium attrezzato con ombrelloni e comodi lettini di rattan - Parcheggio gratuito incustodito e fino ad esaurimento posti - Terme esterne convenzionate Asl con servizio navetta gratuito,Totale offerta,incluse,,13/05/2023 16:36,Alexander Cannava,,"Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco | 3°/4° Letto 2/12 anni: quota pasti obbligatoria settimanale Euro 140,00 | 3°/4° letto dai 12 anni: quota pasti obbligatoria settimanale Euro 210,00",Yes,Sistemazione in camera standard - bevande incluse,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Culla 0/2 anni: se richiesta Euro 10,00 a notte pasti al consumo, da regolare in loco | Animali di piccola taglia Euro 50,00 a soggiorno",BEVANDE INCLUSE - VICINO AL MARE - 3°/4° LETTO PAGANO SOLO QUOTA PASTI
115,La Villa Resort & SPA,28.05 per 7 giorni All Inclusive presso La Villa Resort & SPA,7,7,28/05/2023,4/6/2023,,445,Trattamento di pensione completa completa dal pranzo del primo giorno alla colazione dell'ultimo giorno - Bevande ai pasti nella misura di 1/4 di vino e 1/2 minerale per persona per pasto - Accesso alla piccola piscina termale coperta - Bagno turco ai vapori termali - Vasca idromassaggio - 2 piscine scoperte di acqua dolce temperatura ambiante (una piccola l'altra di medie dimensioni) - Solarium attrezzato con ombrelloni e comodi lettini di rattan - Parcheggio gratuito incustodito e fino ad esaurimento posti - Terme esterne convenzionate Asl con servizio navetta gratuito,Totale offerta,incluse,,13/05/2023 16:36,Alexander Cannava,,"Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco | 3°/4° Letto 2/12 anni: quota pasti obbligatoria settimanale Euro 140,00 | 3°/4° letto dai 12 anni: quota pasti obbligatoria settimanale Euro 210,00",Yes,Sistemazione in camera standard - bevande incluse,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Culla 0/2 anni: se richiesta Euro 10,00 a notte pasti al consumo, da regolare in loco | Animali di piccola taglia Euro 50,00 a soggiorno",BEVANDE INCLUSE - VICINO AL MARE - 3°/4° LETTO PAGANO SOLO QUOTA PASTI
116,La Villa Resort & SPA,04.06 per 7 giorni All Inclusive presso La Villa Resort & SPA,7,7,4/6/2023,11/6/2023,,425,Trattamento di pensione completa completa dal pranzo del primo giorno alla colazione dell'ultimo giorno - Bevande ai pasti nella misura di 1/4 di vino e 1/2 minerale per persona per pasto - Accesso alla piccola piscina termale coperta - Bagno turco ai vapori termali - Vasca idromassaggio - 2 piscine scoperte di acqua dolce temperatura ambiante (una piccola l'altra di medie dimensioni) - Solarium attrezzato con ombrelloni e comodi lettini di rattan - Parcheggio gratuito incustodito e fino ad esaurimento posti - Terme esterne convenzionate Asl con servizio navetta gratuito,Totale offerta,incluse,,13/05/2023 16:36,Alexander Cannava,,"Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco | 3°/4° Letto 2/12 anni: quota pasti obbligatoria settimanale Euro 140,00 | 3°/4° letto dai 12 anni: quota pasti obbligatoria settimanale Euro 210,00",Yes,Sistemazione in camera standard - bevande incluse,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Culla 0/2 anni: se richiesta Euro 10,00 a notte pasti al consumo, da regolare in loco | Animali di piccola taglia Euro 50,00 a soggiorno",BEVANDE INCLUSE - VICINO AL MARE - 3°/4° LETTO PAGANO SOLO QUOTA PASTI
117,La Villa Resort & SPA,02.07 per 7 giorni All Inclusive presso La Villa Resort & SPA,7,7,2/7/2023,9/7/2023,,565,Trattamento di pensione completa completa dal pranzo del primo giorno alla colazione dell'ultimo giorno - Bevande ai pasti nella misura di 1/4 di vino e 1/2 minerale per persona per pasto - Accesso alla piccola piscina termale coperta - Bagno turco ai vapori termali - Vasca idromassaggio - 2 piscine scoperte di acqua dolce temperatura ambiante (una piccola l'altra di medie dimensioni) - Solarium attrezzato con ombrelloni e comodi lettini di rattan - Parcheggio gratuito incustodito e fino ad esaurimento posti - Terme esterne convenzionate Asl con servizio navetta gratuito,Totale offerta,incluse,,13/05/2023 16:38,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco | 3°/4° Letto 2/12 anni: sconto 50% | 3°/4° letto dai 12 anni: sconto 50%,Yes,Sistemazione in camera standard - bevande incluse,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Culla 0/2 anni: se richiesta Euro 10,00 a notte pasti al consumo, da regolare in loco | Animali di piccola taglia Euro 50,00 a soggiorno",BEVANDE INCLUSE - VICINO AL MARE - 3°/4° LETTO PAGANO SOLO QUOTA PASTI
118,La Villa Resort & SPA,09.07 per 7 giorni All Inclusive presso La Villa Resort & SPA,7,7,9/7/2023,16/07/2023,,655,Trattamento di pensione completa completa dal pranzo del primo giorno alla colazione dell'ultimo giorno - Bevande ai pasti nella misura di 1/4 di vino e 1/2 minerale per persona per pasto - Accesso alla piccola piscina termale coperta - Bagno turco ai vapori termali - Vasca idromassaggio - 2 piscine scoperte di acqua dolce temperatura ambiante (una piccola l'altra di medie dimensioni) - Solarium attrezzato con ombrelloni e comodi lettini di rattan - Parcheggio gratuito incustodito e fino ad esaurimento posti - Terme esterne convenzionate Asl con servizio navetta gratuito,Totale offerta,incluse,,13/05/2023 16:39,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco | 3°/4° Letto 2/12 anni: sconto 50% | 3°/4° letto dai 12 anni: sconto 50%,Yes,Sistemazione in camera standard - bevande incluse,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Culla 0/2 anni: se richiesta Euro 10,00 a notte pasti al consumo, da regolare in loco | Animali di piccola taglia Euro 50,00 a soggiorno",BEVANDE INCLUSE - VICINO AL MARE - 3°/4° LETTO PAGANO SOLO QUOTA PASTI
119,La Villa Resort & SPA,16.07 per 7 giorni All Inclusive presso La Villa Resort & SPA,7,7,16/07/2023,23/07/2023,,655,Trattamento di pensione completa completa dal pranzo del primo giorno alla colazione dell'ultimo giorno - Bevande ai pasti nella misura di 1/4 di vino e 1/2 minerale per persona per pasto - Accesso alla piccola piscina termale coperta - Bagno turco ai vapori termali - Vasca idromassaggio - 2 piscine scoperte di acqua dolce temperatura ambiante (una piccola l'altra di medie dimensioni) - Solarium attrezzato con ombrelloni e comodi lettini di rattan - Parcheggio gratuito incustodito e fino ad esaurimento posti - Terme esterne convenzionate Asl con servizio navetta gratuito,Totale offerta,incluse,,13/05/2023 16:39,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco | 3°/4° Letto 2/12 anni: sconto 50% | 3°/4° letto dai 12 anni: sconto 50%,Yes,Sistemazione in camera standard - bevande incluse,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Culla 0/2 anni: se richiesta Euro 10,00 a notte pasti al consumo, da regolare in loco | Animali di piccola taglia Euro 50,00 a soggiorno",BEVANDE INCLUSE - VICINO AL MARE - 3°/4° LETTO PAGANO SOLO QUOTA PASTI
120,La Villa Resort & SPA,30.07 per 7 giorni All Inclusive presso La Villa Resort & SPA,7,7,30/07/2023,6/8/2023,,695,Trattamento di pensione completa completa dal pranzo del primo giorno alla colazione dell'ultimo giorno - Bevande ai pasti nella misura di 1/4 di vino e 1/2 minerale per persona per pasto - Accesso alla piccola piscina termale coperta - Bagno turco ai vapori termali - Vasca idromassaggio - 2 piscine scoperte di acqua dolce temperatura ambiante (una piccola l'altra di medie dimensioni) - Solarium attrezzato con ombrelloni e comodi lettini di rattan - Parcheggio gratuito incustodito e fino ad esaurimento posti - Terme esterne convenzionate Asl con servizio navetta gratuito,Totale offerta,incluse,,13/05/2023 16:39,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco | 3°/4° Letto 2/12 anni: sconto 50% | 3°/4° letto dai 12 anni: sconto 50%,Yes,Sistemazione in camera standard - bevande incluse,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Culla 0/2 anni: se richiesta Euro 10,00 a notte pasti al consumo, da regolare in loco | Animali di piccola taglia Euro 50,00 a soggiorno",BEVANDE INCLUSE - VICINO AL MARE - 3°/4° LETTO PAGANO SOLO QUOTA PASTI
121,La Villa Resort & SPA,06.08 per 7 giorni All Inclusive presso La Villa Resort & SPA,7,7,6/8/2023,13/08/2023,,795,Trattamento di pensione completa completa dal pranzo del primo giorno alla colazione dell'ultimo giorno - Bevande ai pasti nella misura di 1/4 di vino e 1/2 minerale per persona per pasto - Accesso alla piccola piscina termale coperta - Bagno turco ai vapori termali - Vasca idromassaggio - 2 piscine scoperte di acqua dolce temperatura ambiante (una piccola l'altra di medie dimensioni) - Solarium attrezzato con ombrelloni e comodi lettini di rattan - Parcheggio gratuito incustodito e fino ad esaurimento posti - Terme esterne convenzionate Asl con servizio navetta gratuito,Totale offerta,incluse,,13/05/2023 16:39,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco | 3°/4° Letto 2/12 anni: sconto 50% | 3°/4° letto dai 12 anni: sconto 50%,Yes,Sistemazione in camera standard - bevande incluse,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Culla 0/2 anni: se richiesta Euro 10,00 a notte pasti al consumo, da regolare in loco | Animali di piccola taglia Euro 50,00 a soggiorno",BEVANDE INCLUSE - VICINO AL MARE - 3°/4° LETTO PAGANO SOLO QUOTA PASTI
122,La Villa Resort & SPA,11.08 per 2 giorni All Inclusive presso La Villa Resort & SPA,7,7,11/8/2023,13/08/2023,,295,Trattamento di pensione completa completa dal pranzo del primo giorno alla colazione dell'ultimo giorno - Bevande ai pasti nella misura di 1/4 di vino e 1/2 minerale per persona per pasto - Accesso alla piccola piscina termale coperta - Bagno turco ai vapori termali - Vasca idromassaggio - 2 piscine scoperte di acqua dolce temperatura ambiante (una piccola l'altra di medie dimensioni) - Solarium attrezzato con ombrelloni e comodi lettini di rattan - Parcheggio gratuito incustodito e fino ad esaurimento posti - Terme esterne convenzionate Asl con servizio navetta gratuito,Totale offerta,incluse,,13/05/2023 16:40,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco | 3°/4° Letto 2/12 anni: sconto 50% | 3°/4° letto dai 12 anni: sconto 50%,Yes,Sistemazione in camera standard - bevande incluse,,"Culla 0/2 anni: se richiesta Euro 10,00 a notte pasti al consumo, da regolare in loco | Animali di piccola taglia Euro 50,00 a soggiorno",BEVANDE INCLUSE - VICINO AL MARE - 3°/4° LETTO PAGANO SOLO QUOTA PASTI
123,La Villa Resort & SPA,13.08 per 7 giorni All Inclusive presso La Villa Resort & SPA,7,7,13/08/2023,20/08/2023,,945,Trattamento di pensione completa completa dal pranzo del primo giorno alla colazione dell'ultimo giorno - Bevande ai pasti nella misura di 1/4 di vino e 1/2 minerale per persona per pasto - Accesso alla piccola piscina termale coperta - Bagno turco ai vapori termali - Vasca idromassaggio - 2 piscine scoperte di acqua dolce temperatura ambiante (una piccola l'altra di medie dimensioni) - Solarium attrezzato con ombrelloni e comodi lettini di rattan - Parcheggio gratuito incustodito e fino ad esaurimento posti - Terme esterne convenzionate Asl con servizio navetta gratuito,Totale offerta,incluse,,13/05/2023 16:40,Alexander Cannava,,Infant 0/2 anni: gratis nel letto con i genitori pasti da regolare in loco | 3°/4° Letto 2/12 anni: sconto 50% | 3°/4° letto dai 12 anni: sconto 50%,Yes,Sistemazione in camera standard - bevande incluse,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Culla 0/2 anni: se richiesta Euro 10,00 a notte pasti al consumo, da regolare in loco | Animali di piccola taglia Euro 50,00 a soggiorno",SPIAGGIA INCLUSA - BEVANDE INCLUSE - VICINO AL MARE - 3°/4° LETTO 50%
